Comunidades y Ciudades Autónomas;Forma de conexión;Total
Asturias, Principado de;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,7
Asturias, Principado de;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);2,9
Balears, Illes;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;256.590
Balears, Illes;Viviendas con conexión de banda ancha;100,0
Balears, Illes;Conexión de banda ancha por ADSL;76,1
Balears, Illes;Conexión de banda ancha por red de cable o fibra óptica;14,4
Balears, Illes;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);10,8
Balears, Illes;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);51,3
Balears, Illes;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);6,5
Balears, Illes;Viviendas con conexión de banda estrecha;0,0
Balears, Illes;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,0
Balears, Illes;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);0,0
Canarias;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;491.351
Canarias;Viviendas con conexión de banda ancha;99,8
Canarias;Conexión de banda ancha por ADSL;74,6
Canarias;Conexión de banda ancha por red de cable o fibra óptica;17,1
Canarias;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);4,8
Canarias;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);46,0
Canarias;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);8,4
Canarias;Viviendas con conexión de banda estrecha;1,5
Canarias;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;1,0
Canarias;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);0,7
Cantabria;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;156.135
Cantabria;Viviendas con conexión de banda ancha;99,8
Cantabria;Conexión de banda ancha por ADSL;58,1
Cantabria;Conexión de banda ancha por red de cable o fibra óptica;26,2
Cantabria;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);2,0
Cantabria;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);51,2
Cantabria;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);10,2
Cantabria;Viviendas con conexión de banda estrecha;0,2
Cantabria;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,2
Cantabria;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);0,0
Castilla y León;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;572.522
Castilla y León;Viviendas con conexión de banda ancha;99,8
Castilla y León;Conexión de banda ancha por ADSL;67,8
Castilla y León;Conexión de banda ancha por red de cable o fibra óptica;18,4
Castilla y León;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);6,2
Castilla y León;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);42,8
Castilla y León;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);10,0
Castilla y León;Viviendas con conexión de banda estrecha;3,5
Castilla y León;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;1,5
Castilla y León;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);2,1
Castilla-La Mancha;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;418.859
Castilla-La Mancha;Viviendas con conexión de banda ancha;99,8
Castilla-La Mancha;Conexión de banda ancha por ADSL;78,8
Castilla-La Mancha;Conexión de banda ancha por red de cable o fibra óptica;10,8
Castilla-La Mancha;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);7,1
Castilla-La Mancha;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);40,9
Castilla-La Mancha;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);8,9
Castilla-La Mancha;Viviendas con conexión de banda estrecha;4,4
Castilla-La Mancha;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;2,0
Castilla-La Mancha;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);2,4
Cataluña;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;1.796.664
Cataluña;Viviendas con conexión de banda ancha;99,8
Cataluña;Conexión de banda ancha por ADSL;83,7
Cataluña;Conexión de banda ancha por red de cable o fibra óptica;10,1
Cataluña;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);11,7
Cataluña;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);50,1
Cataluña;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);9,4
Cataluña;Viviendas con conexión de banda estrecha;1,3
Cataluña;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,8
Cataluña;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);0,5
Comunitat Valenciana;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;1.171.079
Comunitat Valenciana;Viviendas con conexión de banda ancha;99,7
Comunitat Valenciana;Conexión de banda ancha por ADSL;58,6
Comunitat Valenciana;Conexión de banda ancha por red de cable o fibra óptica;27,5
Comunitat Valenciana;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);6,1
Comunitat Valenciana;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);50,3
Comunitat Valenciana;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);10,8
Comunitat Valenciana;Viviendas con conexión de banda estrecha;1,8
Comunitat Valenciana;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,6
Comunitat Valenciana;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);1,3
Extremadura;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;217.966
Extremadura;Viviendas con conexión de banda ancha;100,0
Extremadura;Conexión de banda ancha por ADSL;78,5
Extremadura;Conexión de banda ancha por red de cable o fibra óptica;4,8
Extremadura;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);7,6
Extremadura;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);42,5
Extremadura;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);9,0
Extremadura;Viviendas con conexión de banda estrecha;2,5
Extremadura;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,5
Extremadura;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);2,2
Galicia;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;590.203
Galicia;Viviendas con conexión de banda ancha;99,5
Galicia;Conexión de banda ancha por ADSL;58,7
Galicia;Conexión de banda ancha por red de cable o fibra óptica;24,7
Galicia;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);6,1
Galicia;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);55,2
Galicia;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);9,5
Galicia;Viviendas con conexión de banda estrecha;4,5
Galicia;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,7
Galicia;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);3,8
Madrid, Comunidad de;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;1.727.810
Madrid, Comunidad de;Viviendas con conexión de banda ancha;99,9
Madrid, Comunidad de;Conexión de banda ancha por ADSL;77,6
Madrid, Comunidad de;Conexión de banda ancha por red de cable o fibra óptica;18,6
Madrid, Comunidad de;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);9,5
Madrid, Comunidad de;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);48,3
Madrid, Comunidad de;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);10,3
Madrid, Comunidad de;Viviendas con conexión de banda estrecha;4,4
Madrid, Comunidad de;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;2,7
Madrid, Comunidad de;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);3,1
Murcia, Región de;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;304.860
Murcia, Región de;Viviendas con conexión de banda ancha;100,0
Murcia, Región de;Conexión de banda ancha por ADSL;49,5
Murcia, Región de;Conexión de banda ancha por red de cable o fibra óptica;28,0
Murcia, Región de;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);9,7
Murcia, Región de;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);55,3
Murcia, Región de;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);9,3
Murcia, Región de;Viviendas con conexión de banda estrecha;1,2
Murcia, Región de;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,0
Murcia, Región de;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);1,2
Navarra, Comunidad Foral de;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;155.128
Navarra, Comunidad Foral de;Viviendas con conexión de banda ancha;99,8
Navarra, Comunidad Foral de;Conexión de banda ancha por ADSL;73,8
Navarra, Comunidad Foral de;Conexión de banda ancha por red de cable o fibra óptica;16,0
Navarra, Comunidad Foral de;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);4,9
Navarra, Comunidad Foral de;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);41,6
Navarra, Comunidad Foral de;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);7,1
Navarra, Comunidad Foral de;Viviendas con conexión de banda estrecha;0,4
Navarra, Comunidad Foral de;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,2
Navarra, Comunidad Foral de;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);0,4
País Vasco;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;569.807
País Vasco;Viviendas con conexión de banda ancha;99,6
País Vasco;Conexión de banda ancha por ADSL;58,5
País Vasco;Conexión de banda ancha por red de cable o fibra óptica;33,6
País Vasco;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);3,8
País Vasco;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);49,7
País Vasco;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);7,7
País Vasco;Viviendas con conexión de banda estrecha;1,5
País Vasco;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,6
País Vasco;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);0,9
Rioja, La;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;72.035
Rioja, La;Viviendas con conexión de banda ancha;99,2
Rioja, La;Conexión de banda ancha por ADSL;68,2
Rioja, La;Conexión de banda ancha por red de cable o fibra óptica;20,9
Rioja, La;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);8,1
Rioja, La;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);34,8
Rioja, La;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);8,2
Rioja, La;Viviendas con conexión de banda estrecha;5,6
Rioja, La;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;2,7
Rioja, La;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);3,1
Ceuta;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;17.534
Ceuta;Viviendas con conexión de banda ancha;100,0
Ceuta;Conexión de banda ancha por ADSL;89,3
Ceuta;Conexión de banda ancha por red de cable o fibra óptica;3,2
Ceuta;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);1,4
Ceuta;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);50,5
Ceuta;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);3,1
Ceuta;Viviendas con conexión de banda estrecha;0,0
Ceuta;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,0
Ceuta;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);0,0
Melilla;Total de viviendas que disponen de acceso a Internet y declaran las formas de conexión utilizadas;16.248
Melilla;Viviendas con conexión de banda ancha;98,5
Melilla;Conexión de banda ancha por ADSL;77,4
Melilla;Conexión de banda ancha por red de cable o fibra óptica;11,5
Melilla;Otras conexiones fijas de banda ancha (vía satélite, WiFi público o WiMax);1,8
Melilla;Conexión móvil de banda ancha a través de un dispositivo de mano  (teléfono móvil de últimas generaciones -al menos 3G-, iPod,...);25,7
Melilla;Conexión móvil de banda ancha vía modem USB ó tarjeta (en portátiles, p.ej.);5,9
Melilla;Viviendas con conexión de banda estrecha;1,5
Melilla;Conexión de banda estrecha por llamada telefónica a través de su línea de teléfono convencional (módem) o RDSI;0,0
Melilla;Conexión móvil de banda estrecha (otros teléfonos móviles -GPRS-);1,5
