;id;name;price;descr_short;imagen;brand;features
0;lbt_958;Lervig No Worries Mango;2.9;Sin Alcohol / IPA;https://www.labirratorium.com/22699-large_default/lervig-no-worries-mango.jpg;Lervig;{'Estilo': 'SIN ALCOHOL', 'Origen': 'Noruega', '% Alc.': '0.5\nSIN ALCOHOL (0-1%)', 'Otros ingredientes': 'Sabor Natural de Mango', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}
